Id,SalePrice
1461,113457.50326469452
1462,165325.40168121245
1463,157177.04111324745
1464,179836.88780106328
1465,227017.19818052024
1466,175767.23796714906
1467,169893.5366495282
1468,167762.678358075
1469,206820.81090601778
1470,100004.227400514
1471,209242.92597331776
1472,119727.6335053101
1473,102629.89807292623
1474,170458.8382355047
1475,150460.89860251127
1476,326261.2668928832
1477,267979.42139097594
1478,301934.571291494
1479,286881.7536641124
1480,387706.7317404829
1481,301367.0316719401
1482,233755.55270193235
1483,181295.44131780675
1484,191314.9056991101
1485,177563.55567621774
1486,206006.65619631828
1487,312802.2309323025
1488,272181.066541237
1489,200803.65437880985
1490,194163.24457680382
1491,203045.1963464988
1492,113432.68922072458
1493,188184.19021613398
1494,290121.18500769953
1495,289573.6193076127
1496,219389.66879460213
1497,205900.01623879137
1498,174970.9224288654
1499,174970.9224288654
1500,152526.30691971068
1501,169351.62844624408
1502,167556.4313327276
1503,263276.1848828393
1504,242007.2082531958
1505,221114.22113523952
1506,222683.43597128626
1507,233829.67215700226
1508,206777.81800321388
1509,176048.96374739075
1510,150997.87773891972
1511,149407.0827648502
1512,173299.28371602093
1513,180075.08132110687
1514,153327.14898837914
1515,208138.78212750077
1516,175295.00867771747
1517,148383.0235786779
1518,181621.21517099347
1519,220545.76074450527
1520,126627.58697675457
1521,131648.31546366427
1522,193403.87202263635
1523,99227.16266544144
1524,115688.80697140259
1525,113122.96913751119
1526,113739.94091808
1527,100499.7129601645
1528,142045.41532463487
1529,146418.01878857368
1530,187039.74994917167
1531,121365.55305267435
1532,90997.09155438821
1533,161003.82797894196
1534,142974.51938417988
1535,142565.75878096223
1536,126914.58448308957
1537,48313.29518167758
1538,208968.57442326407
1539,247314.10987417214
1540,147725.48328867689
1541,171236.4195911631
1542,142669.15986829755
1543,213956.46692579665
1544,71190.40617015799
1545,130051.60274757385
1546,154396.29419462397
1547,129315.22608354276
1548,149545.4948838868
1549,119994.98551416563
1550,153135.2848110152
1551,145774.76313807192
1552,147526.60968860114
1553,136352.84983047502
1554,139312.5016650302
1555,163217.73691555083
1556,112366.43688229374
1557,120480.2917249882
1558,120440.83909142042
1559,102362.17813462211
1560,157208.41446914058
1561,137514.86458587635
1562,107882.75893508985
1563,104231.81749806656
1564,162359.47264838067
1565,141595.5380531922
1566,220341.71647753994
1567,86415.13381149278
1568,203703.88662949874
1569,96277.3533649489
1570,137660.31628893173
1571,108663.10469420174
1572,129818.38261224207
1573,221997.47979584243
1574,155240.58742543316
1575,215405.79913454072
1576,226886.65782931313
1577,200162.9526673797
1578,166039.29026519065
1579,129077.72437555133
1580,206751.21248646392
1581,117419.73758309681
1582,122886.84811589275
1583,301853.0828575698
1584,231602.37244453025
1585,143677.80786224193
1586,22372.38692920453
1587,100013.49657118568
1588,131237.25420786432
1589,105189.93918403379
1590,145468.5722788274
1591,68888.8417545126
1592,133306.89688825925
1593,143978.4617854665
1594,117255.16334599369
1595,120982.57801154765
1596,227683.66950084415
1597,185322.69949869346
1598,193346.6840698222
1599,207829.86660827976
1600,220404.5350289343
1601,4025.4785968791716
1602,136847.4750493463
1603,83162.94627576187
1604,254850.5347074472
1605,264275.9414836229
1606,177875.29511523756
1607,241498.48028694143
1608,224897.86164067086
1609,198045.28238627536
1610,132588.07888513428
1611,149330.9029481057
1612,168679.3592694509
1613,162882.36038269365
1614,110183.55624167592
1615,59852.31679042168
1616,59852.31679042168
1617,78847.3951964535
1618,105902.70875352102
1619,119675.06999012103
1620,204149.7702051389
1621,132525.51520474005
1622,130674.07295548618
1623,264776.6823666548
1624,198486.86917933915
1625,133122.84250612586
1626,191487.45928292038
1627,180685.33628713404
1628,277081.4449197917
1629,190753.91496566654
1630,318011.86813254387
1631,240963.96320870894
1632,259505.96552651087
1633,177924.18442531378
1634,181671.895849942
1635,167295.28066115608
1636,170530.18236895834
1637,176594.11121554754
1638,224248.56278629837
1639,203498.69638106838
1640,259188.72345925737
1641,198375.34320990965
1642,218653.7643105213
1643,246018.61209243126
1644,239882.00519240496
1645,181424.0422742092
1646,166460.99682836342
1647,195758.65334287522
1648,146701.86908707191
1649,119576.38198457644
1650,99386.49582620744
1651,99386.49582620744
1652,119727.6335053101
1653,120103.56792418177
1654,172611.73304802354
1655,184327.71796459105
1656,170458.8382355047
1657,172611.73304802354
1658,170458.8382355047
1659,151040.46416493843
1660,138539.70274515732
1661,351600.81325722166
1662,334964.4069597659
1663,329876.045079782
1664,402170.4406766974
1665,306554.20400369004
1666,287712.4102318179
1667,305215.22100654256
1668,308464.283778755
1669,287663.27477614186
1670,311641.90970941074
1671,242002.074072883
1672,363717.6188843987
1673,286551.8385811587
1674,272710.6602356332
1675,184817.0790541515
1676,182917.6523226105
1677,208618.99233257322
1678,391849.4688517107
1679,316739.8377055366
1680,300788.71892888285
1681,265260.3174618604
1682,278585.07172747684
1683,212419.01453947753
1684,189154.44245143182
1685,167259.71261610475
1686,196590.81589436103
1687,177563.55567621774
1688,202359.101003497
1689,199992.66224156186
1690,192923.7397456538
1691,183218.1247732662
1692,260418.03214616486
1693,177563.55567621774
1694,170348.8949679825
1695,180314.01471879866
1696,261269.24261644093
1697,180470.6540599952
1698,313317.0927847348
1699,307043.0684623452
1700,231705.10663766414
1701,266565.96980425954
1702,281570.80479442823
1703,273653.6996635801
1704,280038.0186319156
1705,238516.3296820213
1706,364502.2798805995
1707,215657.5617710618
1708,214485.51415266507
1709,292691.68322340294
1710,241298.51892493432
1711,254645.4581456907
1712,270946.4609675775
1713,250565.78560039581
1714,225789.58327777908
1715,204366.10860088404
1716,199237.26096684457
1717,191736.31233286514
1718,132465.43495118525
1719,210094.0139692049
1720,265100.76474727486
1721,191052.5059502599
1722,105005.61456354274
1723,143058.42711208496
1724,235331.5079004032
1725,227103.17565123487
1726,182455.6052754002
1727,183679.3984789452
1728,195346.47169858875
1729,162313.41913441024
1730,171888.5427924726
1731,129755.83266642656
1732,125827.10896796075
1733,106738.04695721103
1734,116731.82456623366
1735,108322.67541888333
1736,107570.80658113999
1737,304905.5623640627
1738,212934.592879979
1739,298439.15136623965
1740,214984.6428092797
1741,176541.58562754985
1742,169351.62844624408
1743,189728.72016073068
1744,261729.11415219738
1745,239754.5335563947
1746,260569.42178278076
1747,228490.04831682926
1748,229222.55989533977
1749,158199.84312094594
1750,156808.28497629502
1751,238036.65066215864
1752,104733.06338989545
1753,176657.7357019029
1754,232482.50323252287
1755,179852.4112183927
1756,98927.97470868472
1757,104670.40765341686
1758,148247.7218618427
1759,174794.2395803357
1760,159252.21479811802
1761,156189.76981053894
1762,174622.2693175372
1763,191180.76593348986
1764,112570.17268089659
1765,211789.55622919757
1766,193014.0789330357
1767,202051.84299581175
1768,126971.44918316971
1769,205858.2818495462
1770,138253.89016311598
1771,131208.2057208384
1772,146094.66883443127
1773,106897.12782562009
1774,200971.72318369758
1775,144077.65815568587
1776,129665.33109413795
1777,98017.59084311206
1778,116591.44855909969
1779,107212.12093021821
1780,192638.6854926657
1781,130142.29840696423
1782,51918.46813654625
1783,139994.69427232494
1784,74957.25552608412
