Id,SalePrice
1461,123304.42172156608
1462,159380.9412414072
1463,189004.22951342814
1464,183727.33004739942
1465,169196.7408468578
1466,167111.70461296992
1467,167276.87635870578
1468,151643.05200699545
1469,183230.03959438766
1470,125567.0901823327
1471,194679.62924339666
1472,102601.56727622797
1473,115462.12557766515
1474,163819.3137518913
1475,101218.23544409173
1476,273644.6865454844
1477,208973.8649260173
1478,234061.4439514676
1479,244320.2842790257
1480,406527.57943652937
1481,282466.63931366225
1482,179271.13511871116
1483,171073.4132274244
1484,146030.4962111434
1485,132063.5457657259
1486,177532.67064731044
1487,289836.1325407242
1488,215675.7582756621
1489,159388.6629276106
1490,215881.55054925987
1491,173200.57090416178
1492,118950.12956116715
1493,177641.8245239401
1494,252724.91430515045
1495,272916.5965950766
1496,215859.94344253614
1497,174082.55344712402
1498,127093.25194755533
1499,126861.45605053319
1500,132574.9124870538
1501,173790.0468397575
1502,111585.24405651628
1503,218510.11942998922
1504,205304.95758413395
1505,210676.7122586342
1506,249589.0504078908
1507,286196.54348292015
1508,227023.50441090376
1509,170504.05383544645
1510,172717.4293457832
1511,173761.98547771192
1512,216697.3837575914
1513,169477.49698087087
1514,246044.67179208138
1515,272000.26632067765
1516,171271.3055826931
1517,155901.77424248305
1518,209433.34715177774
1519,219961.42132030276
1520,158086.0854041992
1521,169515.65628692106
1522,206434.69194331358
1523,141400.39866908695
1524,129832.250029332
1525,131802.90912033358
1526,131724.04378554766
1527,108577.33415913621
1528,139974.33851770396
1529,156726.94196776685
1530,194256.8429658426
1531,187644.4900156435
1532,120614.32726353763
1533,167613.20293534035
1534,133659.2258733321
1535,189851.67191391162
1536,147607.66573467202
1537,101311.55336512596
1538,166380.65742608818
1539,202584.06547391095
1540,214618.59838792135
1541,158654.2676572052
1542,187333.44086073086
1543,224661.66126900492
1544,94046.73656540841
1545,119821.01584407929
1546,127157.25120895021
1547,159150.99971042684
1548,151488.5118109114
1549,112284.4870910076
1550,173357.53245120787
1551,151804.7004927409
1552,199741.33845322713
1553,154827.9417149208
1554,129179.44961902729
1555,219785.435144097
1556,123752.66696930029
1557,180628.1108444591
1558,100778.42528758055
1559,177761.53771079247
1560,186897.21297506875
1561,245143.16265893332
1562,109489.05437665829
1563,119715.66641678747
1564,198970.4537783122
1565,148117.30934402297
1566,214479.58189298701
1567,89051.65785721556
1568,235277.5316219467
1569,173060.02764395231
1570,115821.66086074739
1571,150462.55047288176
1572,165878.29061282304
1573,222161.58171275648
1574,165556.69374001646
1575,213990.05196429728
1576,214958.39134735765
1577,159806.5252103647
1578,147081.6516458742
1579,134927.3354824206
1580,182846.3072397004
1581,126248.0041263168
1582,118201.0257548475
1583,297720.39433952916
1584,221015.82727735522
1585,118916.79020735736
1586,45258.02145206278
1587,95365.66343232128
1588,170770.5466268796
1589,123275.99602628303
1590,142577.26571411963
1591,113842.43635043755
1592,158493.76821298403
1593,110089.43665031252
